cnpj;razao_social;cod_scp;dt_ini;dt_fin;forma_trib;forma_apur;qualif_pj;sit_especial;cnae;cod_nat;horario_eleitoral_deducao_lalur;prouni_universidade_para_todos;sudam_sudene_isencao_proj_ind_agric;sudam_sudene_isencao_proj_tec_dig;sudam_sudene_red_escal_setor_prior_proj_ind_agric;finor;finam;pronac_deducao_ir;pat_deducao_ir;atividade_audiov_deducao_ir;fundos_direitos_crianca_adolescente;fundos_idoso;incentivo_desporto;pronon_deducao_ir;pronas_pcd_deducao_ir;empresa_cidada_deducao_ir;rota_2030_deducao_ir;prouni_deducao_csll;rota_2030_deducao_csll;f0000_ano
04.814.657/0001-43;TERLOGS TERMINAL MARITIMO LTDA;0;01/01/2018;31/12/2018;LUCRO REAL;ANUAL;PJ EM GERAL;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);5211701;2062;0;;;;;;;0;99915,78;0;0;0;0;0;0;0;;0;;2018
04.151.097/0001-94;CENTRAL SERVER INFORMATICA LTDA;0;01/01/2022;31/12/2022;LUCRO REAL;TRIMESTRAL;PJ EM GERAL;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);6209100;2062;0;;;;;;;0;3279,75;0;0;0;0;0;0;0;0;0;0;2022
08.844.842/0001-31;TRAY TECNOLOGIA EM ECOMMERCE LTDA;0;01/01/2018;31/12/2018;LUCRO REAL;ANUAL;PJ EM GERAL;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);6201501;2062;0;;;;;;;0;7360,89;0;0;0;0;0;0;0;;0;;2018
06.043.539/0001-04;L.C. FAVARON & FAVARON LTDA;0;01/01/2021;31/12/2021;LUCRO REAL;TRIMESTRAL;PJ EM GERAL;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);4731800;2062;0;;;;;;;0;323,01;0;0;0;0;0;0;0;0;0;0;2021
14.531.460/0001-50;GUILHER COM IMP EXP E DISTRIB DE MED E TEC PARA S LTDA;0;01/01/2020;31/12/2020;LUCRO REAL;ANUAL;PJ EM GERAL;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);4645101;2062;0;;;;;;;0;4283,27;0;0;0;0;0;0;0;0;0;0;2020
08.279.845/0001-70;AGRANA FRUIT BRASIL IND E COM IMP EXP LTDA;0;01/01/2016;31/12/2016;LUCRO REAL;ANUAL;PJ EM GERAL;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);1099699;2062;0;;;;;;;0;85785,95;0;0;0;0;0;0;0;;0;;2016
31.416.126/0001-75;CENTRO MEDICO JAGUARUNA LTDA;0;01/01/2023;31/12/2023;LUCRO REAL;ANUAL;PJ EM GERAL;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);8640202;2062;0;;;;;;;5397,66;0;0;1349,41;0;2698,83;0;0;0;0;0;0;2023
18.269.125/0001-87;BIOHOSP PRODUTOS HOSPITALARES SA;0;01/01/2020;31/12/2020;LUCRO REAL;ANUAL;PJ EM GERAL;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);4644301;2054;0;;;;;;;223000;230801,9;0;56000;56000;56000;0;0;0;0;0;0;2020
12.966.492/0001-53;SAVVY SERVICOS LTDA;0;01/01/2023;31/12/2023;LUCRO PRESUMIDO;TRIMESTRAL;PJ EM GERAL;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);5611201;2062;;;;;;;;;;;;;;;;;;;;2023
61.064.929/0001-79;CORTEVA AGRISCIENCE DO BRASIL LTDA;0;01/01/2020;31/12/2020;LUCRO REAL;ANUAL;PJ EM GERAL;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);7020400;2062;0;;;;;;;0;1630853,47;0;0;0;0;0;0;619994,88;0;0;0;2020
02.191.264/0001-03;EMBARK INDUSTRIA E COMERCIO DE IMPLEMENTOS RODOVIARIOS LTDA;0;01/01/2017;31/12/2017;LUCRO REAL;TRIMESTRAL;PJ EM GERAL;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);2930101;2062;0;;;;;;;0;0;0;3973,95;0;0;0;0;0;;0;;2017
04.402.277/0001-00;BIC AMAZONIA S/A;0;01/01/2017;31/12/2017;LUCRO REAL;ANUAL;PJ EM GERAL;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);2229399;2054;0;0;0;0;0;;;1044828,38;1044828,38;0;261207,1;250000;166485,28;200000;0;0;;0;;2017
04.856.032/0001-44;AXTER SOLUCOES EM T.I. LTDA;0;01/01/2015;31/12/2015;LUCRO REAL;ANUAL;PJ EM GERAL;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);6204000;2062;0;;;;;;;0;1742,94;0;0;0;0;0;0;0;;0;;2015
15.773.416/0001-10;TALENTECH - TECNOLOGIA LTDA;0;01/01/2023;31/12/2023;LUCRO REAL;TRIMESTRAL;PJ EM GERAL;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);6209100;2062;0;;;;;;;0;2442,54;0;0;0;0;0;0;0;0;0;0;2023
62.413.877/0001-61;MELIA BRASIL ADMINISTRACAO HOTELEIRA E COMERCIAL LTDA;6,24139E+13;01/01/2024;31/12/2024;LUCRO REAL;ANUAL;PJ EM GERAL;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);5510802;2127;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;2024
73.712.978/0001-50;LA FONTAINE COMERCIO DE VEICULOS LTDA;0;01/01/2023;31/12/2023;LUCRO REAL;TRIMESTRAL;PJ EM GERAL;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);4511101;2062;0;;;;;;;10292,98;0;0;0;0;5621;0;0;0;0;0;0;2023
03.340.266/0001-71;BARRA SOM SISTEMAS DE AUDIO LTDA;0;01/06/2022;31/12/2022;LUCRO PRESUMIDO;TRIMESTRAL;PJ EM GERAL;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);9001906;2062;;;;;;;;;;;;;;;;;;;;2022
42.422.253/0001-01;EMPRESA DE PROCESSAMENTO DE DAODS DA PREVIDENCIA - DATAPREV;0;01/01/2018;31/12/2018;LUCRO REAL;ANUAL;PJ EM GERAL;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);6204000;2011;0;;;;;;;0;907445,32;0;0;0;0;0;0;0;;0;;2018
00.511.816/0001-80;HOSPITAL PRONTONORTE S/A;0;01/01/2021;31/12/2021;LUCRO REAL;ANUAL;PJ EM GERAL;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);8610102;2054;0;;;;;;;305936,71;312420,89;0;0;0;70000;0;0;0;0;0;0;2021
95.758.017/0001-19;BOA ESPERANCA INDUSTRIA COM E EXPORT DE MADEIRAS LTDA;0;01/01/2024;31/12/2024;LUCRO REAL;TRIMESTRAL;PJ EM GERAL;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);1610203;2062;0;;;;;;;16000;0;0;4000;4000;8000;0;0;0;0;0;0;2024
28.053.619/0001-83;CHOCOLATES GAROTO LTDA;0;01/01/2022;31/12/2022;LUCRO REAL;ANUAL;PJ EM GERAL;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);1093701;2054;0;0;0;0;0;;;0;414836,04;0;0;0;0;0;0;268359,39;0;0;0;2022
07.072.129/0001-54;SIGA LOGISTICA E SERVICOS EIRELI;0;01/01/2022;31/12/2022;LUCRO REAL;TRIMESTRAL;PJ EM GERAL;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);5250804;2305;0;;;;;;;0;4546,5;0;0;0;0;0;0;0;0;0;0;2022
51.515.521/0001-12;HIT TECNOLOGIA LTDA;0;01/01/2024;31/12/2024;LUCRO REAL;ANUAL;PJ EM GERAL;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);2610800;2062;0;;;;;;;0;6469,3;0;0;0;0;0;0;0;0;0;0;2024
16.458.186/0001-67;MARSELHA PRODUCAO E COMERCIO DE ALIMENTOS LTDA;0;01/01/2023;31/12/2023;LUCRO PRESUMIDO;TRIMESTRAL;PJ EM GERAL;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);5611201;2062;;;;;;;;;;;;;;;;;;;;2023
45.631.926/0001-13;COMPANHIA AGRICOLA QUATA;0;01/01/2024;31/12/2024;LUCRO REAL;ANUAL;PJ EM GERAL;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);113000;2054;0;;;;;;;563568,72;0;0;140892,18;140892,18;281784,36;0;0;0;0;0;0;2024
22.010.816/0001-39;ACTIVE INDUSTRIA DE COSMETICOS S.A;0;01/01/2019;31/12/2019;LUCRO REAL;ANUAL;PJ EM GERAL;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);1742701;2054;0;;;;;;;0;97601,34;0;0;0;0;0;0;0;0;0;0;2019
00.108.780/0001-98;A.S. SISTEMAS DE INFORMATICA LTDA;0;01/01/2024;30/12/2024;LUCRO REAL;ANUAL;PJ EM GERAL;CISAO PARCIAL;6203100;2062;0;;;;;;;0;5839,04;0;0;0;0;0;0;0;0;0;0;2024
00.666.588/0001-17;TRR GANSO COM DE COMBUSTIVEIS LTDA;0;01/01/2022;31/12/2022;LUCRO REAL;TRIMESTRAL;PJ EM GERAL;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);4681802;2062;0;;;;;;;0;557,83;0;0;0;0;0;0;0;0;0;0;2022
95.837.506/0001-66;CLINICA SANTA HELENA LTDA;0;01/01/2018;31/12/2018;LUCRO REAL;ANUAL;PJ EM GERAL;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);8630503;2062;0;;;;;;;0;5948,03;0;0;0;0;0;0;35943,69;;0;;2018
05.643.160/0001-72;ENERGETICA SERRANOPOLIS LTDA;0;01/01/2021;31/12/2021;LUCRO REAL;ANUAL;PJ EM GERAL;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);1931400;2062;0;;;;;;;60000;401344,78;0;75000;45000;0;60000;0;0;0;0;0;2021
91.288.597/0001-77;LPA LIMAS PRODUCOES ARTISTICAS LTDA EPP;0;01/01/2023;31/12/2023;LUCRO PRESUMIDO;TRIMESTRAL;PJ EM GERAL;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);9001906;2062;;;;;;;;;;;;;;;;;;;;2023
39.860.439/0001-20;BRS COMERCIO DE ALIMENTOS LTDA;0;01/12/2023;31/12/2023;LUCRO PRESUMIDO;TRIMESTRAL;PJ EM GERAL;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);5611201;2062;;;;;;;;;;;;;;;;;;;;2023
02.286.818/0001-48;MINERADORA AREIA NOVA LTDA;0;01/01/2020;31/12/2020;LUCRO REAL;ANUAL;PJ EM GERAL;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);810006;2062;0;;;;;;;0;3746,64;0;0;0;0;0;0;0;0;0;0;2020
01.023.164/0001-05;NEXO CS INFORMATICA S/A;0;01/01/2024;31/12/2024;LUCRO REAL;ANUAL;PJ EM GERAL;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);6203100;2054;0;;;;;;;0;3477,71;0;0;0;0;0;0;0;0;0;0;2024
80.146.202/0001-85;RADIO CACADOR LTDA;0;01/01/2023;31/12/2023;LUCRO REAL;ANUAL;PJ EM GERAL;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);6010100;2062;3406,63;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;2023
85.787.737/0001-59;BACK SERVICOS DE VIGILANCIA E SEGURANCA LTDA;0;01/01/2017;31/12/2017;LUCRO REAL;ANUAL;PJ EM GERAL;INCORPORACAO/INCORPORADA;7830200;2062;0;;;;;;;0;5977,61;0;0;0;0;0;0;0;;0;;2017
04.403.421/0001-14;GUARDIAN CAR DO BRASIL COMERCIO DE EQUIPAMENTOS PARA MONITORAMENTO VEICULAR LTDA;0;01/01/2023;31/12/2023;LUCRO REAL;ANUAL;PJ EM GERAL;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);2631100;2062;0;;;;;;;0;0;0;2298,99;2298,99;0;0;0;0;0;0;0;2023
40.447.955/0001-06;FUNERARIA ESTACIO DE SA LTDA;0;01/01/2024;31/12/2024;LUCRO REAL;ANUAL;PJ EM GERAL;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);9603304;2062;0;;;;;;;0;2003,86;0;0;0;0;0;0;0;0;0;0;2024
28.376.254/0001-28;RUDNIK COMERCIO VAREJISTA E ATACADISTA DE MAQUINAS AGRICOLAS LTDA;0;01/01/2024;31/12/2024;LUCRO REAL;TRIMESTRAL;PJ EM GERAL;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);4789099;2062;0;;;;;;;0;0;0;0;0;1141,99;0;0;0;0;0;0;2024
73.901.241/0001-85;IRMAOS NETTO LTDA;0;01/01/2018;31/12/2018;LUCRO REAL;TRIMESTRAL;PJ EM GERAL;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);4711302;2062;0;;;;;;;762,58;0;0;0;0;0;0;0;0;;0;;2018
36.320.794/0012-70;ADM ARMAZENS GERAIS LTDA;0;01/01/2018;31/12/2018;LUCRO REAL;ANUAL;PJ EM GERAL;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);5211701;2062;0;;;;;;;0;17651,17;0;0;0;0;0;0;0;;0;;2018
05.882.351/0001-97;R MILET COMERCIO DE CALCADOS LTDA;0;01/01/2021;31/12/2021;LUCRO REAL;ANUAL;PJ EM GERAL;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);4782202;2062;0;;;;;;;0;9302,37;0;0;0;0;0;0;0;0;0;0;2021
13.539.659/0001-62;ALTOGIRO FOMENTO MERCANTIL LTDA;0;01/01/2020;31/12/2020;LUCRO REAL;ANUAL;PJ EM GERAL;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);6491300;2062;0;;;;;;;0;648;0;2832,41;2832,41;0;0;0;0;0;0;0;2020
11.179.783/0001-39;100 POR CENTO LOCACAO DE MOVEIS E MONTAGENS LTDA;0;01/01/2023;31/12/2023;LUCRO REAL;ANUAL;PJ EM GERAL;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);7729202;2062;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;2023
71.917.181/0001-63;NSK BRASIL LTDA;0;01/01/2021;31/12/2021;LUCRO REAL;ANUAL;PJ EM GERAL;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);2815101;2062;0;;;;;;;0;192905,13;0;0;0;0;0;0;54971,55;0;0;0;2021
76.487.032/0001-25;ELECTROLUX DO BRASIL S/A;0;01/01/2019;31/12/2019;LUCRO REAL;ANUAL;PJ EM GERAL;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);2751100;2054;0;0;0;0;0;;;1137698,15;1137698,15;0;184600;122300;284424,54;0;0;0;0;0;0;2019
84.430.149/0001-09;DUAS RODAS INDUSTRIAL LTDA;0;01/01/2021;31/12/2021;LUCRO REAL;ANUAL;PJ EM GERAL;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);1099699;2062;0;;;;;;;379366;0;0;79280;95000;95000;0;35000;0;0;0;0;2021
22.163.297/0001-49;CONCESSIONARIA PONTE RIO-NITEROI S/A - ECOPONTE;0;01/01/2020;31/12/2020;LUCRO REAL;ANUAL;PJ EM GERAL;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);5221400;2046;0;;;;;;;0;27967,7;0;0;0;0;0;0;9434,48;0;0;0;2020
22.234.856/0001-64;SP PI GELATERIA LTDA;0;01/01/2023;31/12/2023;LUCRO PRESUMIDO;TRIMESTRAL;PJ EM GERAL;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);4729699;2062;;;;;;;;;;;;;;;;;;;;2023
02.584.924/0001-08;ICH ADIMINISTRACAO DE HOTEIS S.A;2,58492E+12;01/01/2023;31/12/2023;LUCRO REAL;ANUAL;PJ EM GERAL;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);5510801;2127;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;2023
56.418.544/0001-22;CHURRASCARIA RANCHO BARREADO LTDA;0;01/01/2023;31/12/2023;LUCRO PRESUMIDO;TRIMESTRAL;PJ EM GERAL;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);5611201;2062;;;;;;;;;;;;;;;;;;;;2023
17.227.422/0001-05;GERDAU ACOMINAS S.A.;0;01/01/2022;31/12/2022;LUCRO REAL;TRIMESTRAL;PJ EM GERAL;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);2423702;2054;0;;;;;;;8765975,43;4517785,7;0;2191493,11;2191493,11;1981493,11;0;0;764290,23;0;0;0;2022
28.563.060/0001-31;HASC SPORTS CONSULTORIA ESPORTIVA LTDA;0;01/01/2023;31/12/2023;LUCRO PRESUMIDO;TRIMESTRAL;PJ EM GERAL;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);7490105;2062;;;;;;;;;;;;;;;;;;;;2023
93.993.731/0001-66;CINEX TECNOLOGIA PARA ARQUITETURA LTDA;0;01/01/2024;31/12/2024;LUCRO REAL;ANUAL;PJ EM GERAL;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);3102100;2062;0;;;;;;;103000;98104,66;0;10000;10000;20000;0;0;0;0;0;0;2024
50.892.032/0001-17;CARMAIS BERN VEICULOS E PECAS LTDA;0;01/01/2024;31/12/2024;LUCRO REAL;ANUAL;PJ EM GERAL;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);4511101;2062;0;;;;;;;0;9857,48;0;0;0;0;0;0;0;0;0;0;2024
02.948.278/0001-10;PATRIMAR MOVEIS LTDA;0;01/01/2022;31/12/2022;LUCRO REAL;ANUAL;PJ EM GERAL;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);3101200;2062;0;;;;;;;0;18705,51;0;0;4676,38;0;0;0;0;0;0;0;2022
05.736.453/0001-02;GEOMETRY GLOBAL BRASIL COMUNICACAO LTDA;0;01/01/2023;31/12/2023;LUCRO REAL;ANUAL;PJ EM GERAL;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);7311400;2062;0;;;;;;;0;30124,42;0;0;0;0;0;0;0;0;0;0;2023
30.570.022/0001-58;COMERCIAL DE VEICULOS CAPIXABA S.A.;0;01/01/2020;31/12/2020;LUCRO REAL;ANUAL;PJ EM GERAL;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);4511101;2054;0;;;;;;;0;37144,72;0;0;0;0;0;0;0;0;0;0;2020
04.226.724/0001-09;AMV PAPEIS DISTRIBUIDORA LTDA;0;01/01/2023;31/12/2023;LUCRO REAL;TRIMESTRAL;PJ EM GERAL;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);4686901;2062;0;;;;;;;0;2320,92;0;0;0;0;0;0;0;0;0;0;2023
56.815.244/0001-87;MENEGAZZO E CIA LTDA;0;01/01/2021;31/12/2021;LUCRO REAL;TRIMESTRAL;PJ EM GERAL;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);4635402;2062;0;;;;;;;27411,4;0;0;6852,85;6852,85;6852,85;6852,85;6852,85;0;0;0;0;2021
07.292.142/0001-19;VILSON VITORINO DA SILVA LOCADORA LTDA;0;01/01/2023;31/12/2023;LUCRO PRESUMIDO;TRIMESTRAL;PJ EM GERAL;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);4929902;2305;;;;;;;;;;;;;;;;;;;;2023
05.207.843/0001-87;EE RESTAURANTE LTDA;0;01/01/2024;31/12/2024;LUCRO PRESUMIDO;TRIMESTRAL;PJ EM GERAL;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);5611201;2062;;;;;;;;;;;;;;;;;;;;2024
87.760.062/0001-80;INDUSTRIA AGRO-PERTENCES EIRELI;0;01/01/2018;31/12/2018;LUCRO REAL;ANUAL;PJ EM GERAL;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);2833000;2305;0;;;;;;;10000;23818,45;0;0;0;0;0;0;0;;0;;2018
04.569.159/0001-82;JAPAN VEICULOS LTDA;0;01/01/2017;31/12/2017;LUCRO REAL;ANUAL;PJ EM GERAL;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);4511101;2062;0;;;;;;;0;466,54;0;0;0;0;0;0;0;;0;;2017
09.578.217/0001-58;HOSPITAL NORTE D'OR DE CASCADURA S/A;0;01/01/2015;31/12/2015;LUCRO REAL;ANUAL;PJ EM GERAL;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);8610101;2054;0;;;;;;;99000;0;0;0;0;0;0;0;0;;0;;2015
02.048.100/0001-13;ROCKWELL COLLINS DO BRASIL LTDA;0;01/01/2017;31/12/2017;LUCRO REAL;ANUAL;PJ EM GERAL;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);3042300;2062;0;;;;;;;0;14530,98;0;0;0;0;0;0;0;;0;;2017
04.042.011/0001-95;ASTIR PARTICIPARCOES E EMPREENDIMNTOS LTDA;0;01/01/2022;31/12/2022;LUCRO REAL;ANUAL;PJ EM GERAL;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);4120400;2062;0;;;;;;;0;5583,47;0;0;0;0;0;0;0;0;0;0;2022
83.411.025/0001-05;ONSEG SEGURANCA;0;01/01/2022;31/12/2022;LUCRO REAL;TRIMESTRAL;PJ EM GERAL;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);8011101;2062;0;;;;;;;1661,37;3543,67;0;415,34;0;390,47;0;0;0;0;0;0;2022
00.902.733/0001-11;BEM MAIS EVENTOS E RESTAURANTE LTDA;0;01/01/2022;31/12/2022;LUCRO PRESUMIDO;TRIMESTRAL;PJ EM GERAL;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);5611201;2062;;;;;;;;;;;;;;;;;;;;2022
04.143.008/0001-68;SERILON BRASIL LTDA;0;02/04/2021;31/12/2021;LUCRO REAL;TRIMESTRAL;PJ EM GERAL;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);4693100;2062;0;;;;;;;0;5892,08;0;0;0;0;0;0;0;0;0;0;2021
56.996.085/0001-64;IMAB INDUSTRIA METALURGICA LTDA;0;01/01/2023;31/12/2023;LUCRO REAL;ANUAL;PJ EM GERAL;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);2542000;2062;0;;;;;;;0;47248,14;0;0;0;0;0;0;0;0;0;0;2023
05.165.324/0001-01;PLASKAPER TERMOPLASTICOS S.A.;0;01/01/2024;31/12/2024;LUCRO REAL;ANUAL;PJ EM GERAL;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);2031200;2054;0;;;;;;;0;10101,58;0;0;0;0;0;0;0;0;0;0;2024
14.076.889/0001-03;CEDEP COMERCIO E INDUSTRIA LTDA;0;01/01/2018;31/12/2018;LUCRO REAL;TRIMESTRAL;PJ EM GERAL;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);4530703;2062;0;;;;;;;0;29171,54;0;0;0;0;0;0;0;;0;;2018
14.907.194/0001-18;TERMINAL CORREDOR NORTE S.A.;0;01/01/2023;31/12/2023;LUCRO REAL;ANUAL;PJ EM GERAL;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);5231102;2054;0;0;0;0;0;;;0;90694,02;0;0;0;0;0;0;0;0;0;0;2023
61.517.397/0001-88;THERASKIN FARMACEUTICA LTDA;0;01/01/2018;31/12/2018;LUCRO REAL;ANUAL;PJ EM GERAL;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);2121101;2062;0;;;;;;;0;0;0;0;0;0;0;0;377445,36;;0;;2018
42.463.174/0001-30;JACOBINA MINERACAO E COMERCIO LTDA;0;01/01/2020;30/06/2020;LUCRO REAL;TRIMESTRAL;PJ EM GERAL;INCORPORACAO/INCORPORADORA;724302;2062;0;0;0;0;0;;;143000;708932,05;0;63000;0;126000;0;0;0;0;0;0;2020
25.422.743/0001-80;AFORPK COMERCIO DE MATERIAIS ESPORTIVOS LTDA;0;01/01/2023;31/12/2023;LUCRO REAL;TRIMESTRAL;PJ EM GERAL;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);4781400;2062;0;;;;;;;0;391,25;0;0;0;0;0;0;0;0;0;0;2023
03.325.759/0001-32;BENINI & CIA LTDA;0;01/01/2020;31/12/2020;LUCRO REAL;TRIMESTRAL;PJ EM GERAL;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);5250802;2062;0;;;;;;;0;0;0;0;0;4902,63;0;0;0;0;0;0;2020
05.340.639/0001-30;PRIME CONSULTORIA E ASSESSORIA EMPRESARIAL LTDA;0;01/01/2023;31/12/2023;LUCRO REAL;TRIMESTRAL;PJ EM GERAL;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);7020400;2062;0;;;;;;;0;556423,04;0;0;0;0;0;0;0;0;0;0;2023
05.955.701/0001-06;COMPRE FACIL COM PROD ALIM LTDA;0;01/01/2022;31/12/2022;LUCRO REAL;TRIMESTRAL;PJ EM GERAL;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);4639701;2062;0;;;;;;;0;131368,9;0;26813,63;0;20141,32;0;0;0;0;0;0;2022
20.376.444/0001-33;ATHENAS TURISMO LTDA;0;01/01/2023;31/12/2023;LUCRO PRESUMIDO;TRIMESTRAL;PJ EM GERAL;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);4929902;2305;;;;;;;;;;;;;;;;;;;;2023
23.343.049/0001-42;CASA DE SAUDE IMACULADA CONCEICAO LTDA;0;01/01/2024;31/12/2024;LUCRO REAL;ANUAL;PJ EM GERAL;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);8610101;2062;0;;;;;;;10000;19568,25;0;2000;2000;0;0;0;0;0;0;0;2024
07.642.862/0001-67;MEGACABOS INDUSTRIA E COMERCIO DE FIOS E CABOS LTDA;0;01/01/2024;31/12/2024;LUCRO REAL;TRIMESTRAL;PJ EM GERAL;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);2733300;2062;0;;;;;;;0;32418,52;0;0;0;0;0;0;0;0;0;0;2024
